# Date: 2019-12-13
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	grRuleOrig	grRuleNew	notes
HMR_10016	0.0778 alanine[c] + 0.0531 arginine[c] + 0.0373 asparagine[c] + 0.0547 aspartate[c] + 0.014 cysteine[c] + 0.0778 glutamate[c] + 0.0442 glutamine[c] + 0.0697 glycine[c] + 0.0205 histidine[c] + 0.0502 isoleucine[c] + 0.095 leucine[c] + 0.0716 lysine[c] + 0.023 methionine[c] + 0.0363 phenylalanine[c] + 0.0499 proline[c] + 0.0679 serine[c] + 0.0526 threonine[c] + 0.0096 tryptophan[c] + 0.0274 tyrosine[c] + 0.0674 valine[c] => protein pool[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction was associated with deprecated HepG2 biomass reaction and should therefore be deleted
HMR_10017	ATP[c] + 0.1914 margaric acid[c] + 0.1001 myristic acid[c] + 0.0825 oleate[c] + 1.0027 palmitate[c] + 0.3868 pentadecylic acid[c] + sn-glycerol-3-phosphate[c] + 0.2365 stearate[c] => AMP[c] + PPi[c] + phosphatidate[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction was associated with deprecated HepG2 biomass reaction and should therefore be deleted
HMR_10018	0.41 choline[c] + CTP[c] + 0.38 ethanolamine[c] + 0.1 inositol[c] + 0.11 serine[c] + phosphatidate[c] => CMP[c] + PPi[c] + phosphatidyl pool[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction was associated with deprecated HepG2 biomass reaction and should therefore be deleted
HMR_10019	H2O[c] + 3 palmitate[c] + sn-glycerol-3-phosphate[c] + 0.27 stearate[c] => Pi[c] + fatty acid biomass pool[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction was associated with deprecated HepG2 biomass reaction and should therefore be deleted
HMR_10020	0.004256 (S)-dihydroorotate[c] + 0.001372 2,3-bisphospho-D-glycerate[c] + 0.002171 3-phospho-D-glycerate[c] + 0.002548 3-phosphoserine[c] + 0.000168 acetyl-CoA[c] + 0.003295 ADP[c] + 0.004615 AKG[c] + 0.040409 alanine[c] + 0.000243 AMP[c] + 0.001476 arginine[c] + 0.001245 asparagine[c] + 0.086401 aspartate[c] + 0.027057 ATP[c] + 0.003381 citrate[c] + 0.023369 CoA[c] + 0.005194 CTP[c] + 0.000486 cysteine[c] + 0.000214 dCMP[c] + 0.009415 DHAP[c] + 0.008772 fructose-1,6-bisphosphate[c] + 0.000562 fructose-6-phosphate[c] + 0.002808 fumarate[c] + 0.000816 GAP[c] + 0.000174 GDP[c] + 0.003908 glucose-6-phosphate[c] + 0.36912 glutamate[c] + 0.099753 glutamine[c] + 0.021499 glycine[c] + 0.000104 GMP[c] + 0.017868 GSH[c] + 0.000104 GSSG[c] + 0.00392 GTP[c] + 0.002374 histidine[c] + 0.000185 isocitrate[c] + 0.010185 isoleucine[c] + 0.010185 leucine[c] + 0.00293 lysine[c] + 0.008043 malate[c] + 0.0037 methionine[c] + 0.002907 NAD+[c] + 0.000434 NADH[c] + 0.000162 NADP+[c] + 0.000376 NADPH[c] + 0.004864 phenylalanine[c] + 0.010237 phenylpyruvate[c] + 0.007133 proline[c] + 0.034017 pyruvate[c] + 0.000162 ribose-5-phosphate[c] + 0.028134 serine[c] + 0.038748 threonine[c] + 0.001042 tryptophan[c] + 0.005431 tyrosine[c] + 0.00077 UDP[c] + 0.00883 UDP-glucose[c] + 0.000567 UDP-glucuronate[c] + 0.051926 UDP-N-acetylglucosamine[c] + 0.010208 UTP[c] + 0.008761 valine[c] => metabolite pool[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction was associated with deprecated HepG2 biomass reaction and should therefore be deleted
HMR_10021	heparan sulfate[g] => heparan sulfate[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction was associated with deprecated HepG2 biomass reaction and should therefore be deleted
HMR_10022	heparan sulfate proteoglycan[g] => 3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein[g] + heparan sulfate[g]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction was associated with deprecated HepG2 biomass reaction and should therefore be deleted
HMR_10062	(ADDED)	0.0721 glycyl-tRNA(gly)[c] + 0.0801 L-alanyl-tRNA(ala)[c] + 0.0512 L-arginyl-tRNA(arg)[c] + 0.0375 L-asparaginyl-tRNA(asn)[c] + 0.0556 L-aspartyl-tRNA(asp)[c] + 0.0183 L-cysteinyl-tRNA(cys)[c] + 0.0428 L-glutaminyl-tRNA(gln)[c] + 0.0783 L-glutamyl-tRNA(glu)[c] + 0.0228 L-histidyl-tRNA(his)[c] + 0.0442 L-isoleucyl-tRNA(ile)[c] + 0.0911 L-leucyl-tRNA(leu)[c] + 0.0719 L-lysyl-tRNA(lys)[c] + 0.0222 L-methionyl-tRNA(met)[c] + 0.0368 L-phenylalanyl-tRNA(phe)[c] + 0.051 L-prolyl-tRNA(pro)[c] + 0.0661 L-seryl-tRNA(ser)[c] + 0.0535 L-threonyl-tRNA(thr)[c] + 0.0098 L-tryptophanyl-tRNA(trp)[c] + 0.0281 L-tyrosyl-tRNA(tyr)[c] + 0.0667 L-valyl-tRNA(val)[c] => 0.0801 tRNA(ala)[c] + 0.0512 tRNA(arg)[c] + 0.0375 tRNA(asn)[c] + 0.0556 tRNA(asp)[c] + 0.0183 tRNA(cys)[c] + 0.0428 tRNA(gln)[c] + 0.0783 tRNA(glu)[c] + 0.0721 tRNA(gly)[c] + 0.0228 tRNA(his)[c] + 0.0442 tRNA(ile)[c] + 0.0911 tRNA(leu)[c] + 0.0719 tRNA(lys)[c] + 0.0222 tRNA(met)[c] + 0.0368 tRNA(phe)[c] + 0.051 tRNA(pro)[c] + 0.0661 tRNA(ser)[c] + 0.0535 tRNA(thr)[c] + 0.0098 tRNA(trp)[c] + 0.0281 tRNA(tyr)[c] + 0.0667 tRNA(val)[c] + protein_pool_biomass[c]	0.000000	0.000000	0.000000	1000.000000			
HMR_10063	(ADDED)	0.1155 cholesterol[c] + 0.0115 cholesterol-ester pool[c] + 0.0205 CL pool[c] + 0.5029 PC-LD pool[c] + 0.1905 PE-LD pool[c] + 0.0692 PI pool[c] + 0.019 PS-LD pool[c] + 0.0613 SM pool[c] + 0.0096 PG-CL pool[c] => lipid_pool_biomass[c]	0.000000	0.000000	0.000000	1000.000000			
HMR_10064	(ADDED)	0.0043 (S)-dihydroorotate[c] + 0.0014 2,3-bisphospho-D-glycerate[c] + 0.0022 3-phospho-D-glycerate[c] + 0.0025 3-phosphoserine[c] + 0.0002 acetyl-CoA[c] + 0.0033 ADP[c] + 0.0046 AKG[c] + 0.0404 alanine[c] + 0.0002 AMP[c] + 0.0015 arginine[c] + 0.0012 asparagine[c] + 0.0865 aspartate[c] + 0.0271 ATP[c] + 0.0034 citrate[c] + 0.0234 CoA[c] + 0.0052 CTP[c] + 0.0005 cysteine[c] + 0.0001 dAMP[c] + 0.0002 dCMP[c] + 0.0094 DHAP[c] + 0.0088 fructose-1,6-bisphosphate[c] + 0.0006 fructose-6-phosphate[c] + 0.0028 fumarate[c] + 0.0008 GAP[c] + 0.0002 GDP[c] + 0.0039 glucose-6-phosphate[c] + 0.3694 glutamate[c] + 0.0998 glutamine[c] + 0.0215 glycine[c] + 0.0001 GMP[c] + 0.0179 GSH[c] + 0.0001 GSSG[c] + 0.0039 GTP[c] + 0.0024 histidine[c] + 0.0002 isocitrate[c] + 0.0102 isoleucine[c] + 0.0102 leucine[c] + 0.0029 lysine[c] + 0.0081 malate[c] + 0.0037 methionine[c] + 0.0029 NAD+[c] + 0.0004 NADH[c] + 0.0002 NADP+[c] + 0.0004 NADPH[c] + 0.0049 phenylalanine[c] + 0.0102 phenylpyruvate[c] + 0.0071 proline[c] + 0.034 pyruvate[c] + 0.0002 ribose-5-phosphate[c] + 0.0282 serine[c] + 0.0388 threonine[c] + 0.001 tryptophan[c] + 0.0054 tyrosine[c] + 0.0008 UDP[c] + 0.0088 UDP-glucose[c] + 0.0006 UDP-glucuronate[c] + 0.052 UDP-N-acetylglucosamine[c] + 0.0102 UTP[c] + 0.0088 valine[c] => metabolite_pool_biomass[c]	0.000000	0.000000	0.000000	1000.000000			
