# Date: 2019-11-22
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	grRuleOrig	grRuleNew	notes
1531TACRhr	H+[r] + SAH[r] + 15-DMT or M-III, 15-O-desmethyl tacrolimus[r] => SAM[r] + 15, 31-O-Didesmethyl-tacrolimus[r]	H+[r] + SAH[r] + 15-DMT or M-III, 15-O-desmethyl tacrolimus[r] => SAM[r] + 15,31-O-Didesmethyl-tacrolimus[r]	0.000000	0.000000	1000.000000	1000.000000			
1531TACRitr	15, 31-O-Didesmethyl-tacrolimus[r] <=> 15, 31-O-Didesmethyl-tacrolimus[c]	15,31-O-Didesmethyl-tacrolimus[r] <=> 15,31-O-Didesmethyl-tacrolimus[c]	-1000.000000	-1000.000000	1000.000000	1000.000000			
1531TACRteb	ATP[c] + H2O[c] + 15, 31-O-Didesmethyl-tacrolimus[c] => ADP[c] + H+[c] + Pi[c] + 15, 31-O-Didesmethyl-tacrolimus[s]	ATP[c] + H2O[c] + 15,31-O-Didesmethyl-tacrolimus[c] => ADP[c] + H+[c] + Pi[c] + 15,31-O-Didesmethyl-tacrolimus[s]	0.000000	0.000000	1000.000000	1000.000000			
1531TACRtev	15, 31-O-Didesmethyl-tacrolimus[c] => 15, 31-O-Didesmethyl-tacrolimus[s]	15,31-O-Didesmethyl-tacrolimus[c] => 15,31-O-Didesmethyl-tacrolimus[s]	0.000000	0.000000	1000.000000	1000.000000			
1531TALThr	H+[r] + SAH[r] + 31-DMT or M-II, 31-O-desmethyl tacrolimus[r] => SAM[r] + 15, 31-O-Didesmethyl-tacrolimus[r]	H+[r] + SAH[r] + 31-DMT or M-II, 31-O-desmethyl tacrolimus[r] => SAM[r] + 15,31-O-Didesmethyl-tacrolimus[r]	0.000000	0.000000	1000.000000	1000.000000			
1MNCAMti	1-methylnicotinamide[c] + ATP[c] + H2O[c] => 1-methylnicotinamide[s] + ADP[c] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction is duplicate of HMR_7679 after rebalancing
35DSMVhep	H+[r] + NADPH[r] + O2[r] + simvastatin lactone form[r] => H2O[r] + NADP+[r] + 3',5'-dihydrodiol-simvastatin-lactone form[r]	H+[r] + NADPH[r] + O2[r] + simvastatin lactone form[r] => NADP+[r] + 3',5'-dihydrodiol-simvastatin-lactone form[r]	0.000000	0.000000	1000.000000	1000.000000	ENSG00000100197 or ENSG00000106258 or ENSG00000138115 or ENSG00000160868	ENSG00000100197 or ENSG00000106258 or ENSG00000138115 or ENSG00000160868	
4PYRDX	4-pyridoxate[c] + ATP[c] + H2O[c] => 4-pyridoxate[s] + ADP[c] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction is duplicate of HMR_8103 after rebalancing
5ADTSTSTERONEGLCte	5alpha-dihydrotestosterone-glucuronide[c] + ATP[c] + H2O[c] => 5alpha-dihydrotestosterone-glucuronide[s] + ADP[c] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000103222		reaction is duplicate of HMR_7990 after rebalancing
ACER11r	ceramide pool[r] + H2O[r] => sphingosine[r] + R Total[r]	ceramide pool[r] + H2O[r] => sphingosine[r] + R Total[r]	0.000000	0.000000	1000.000000	0.000000	ENSG00000078124 or ENSG00000167769	ENSG00000078124 or ENSG00000167769	use of R Total metabolite is inconsistent with existing lipid pools
ACER12r	H2O[r] + dihydroceramide pool[r] => sphinganine[r] + R Total[r]	H2O[r] + dihydroceramide pool[r] => sphinganine[r] + R Total[r]	0.000000	0.000000	1000.000000	0.000000	ENSG00000078124 or ENSG00000167769	ENSG00000078124 or ENSG00000167769	use of R Total metabolite is inconsistent with existing lipid pools
