# Date: 2019-06-11
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	grRuleOrig	grRuleNew	notes
HMR_0153	AMP[c] + PPi[c] + propanoyl-CoA[c] <=> ATP[c] + CoA[c] + propanoate[c]	ATP[c] + CoA[c] + propanoate[c] => AMP[c] + PPi[c] + propanoyl-CoA[c]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	Reaction reversibility updated to prevent synthesis of propanoate instead of lactate in the absence of oxygen, which leads to an ATP yield of ~5 ATP/glucose instead of 2
HMR_0686	fatty acid-LD-TG2 pool[c] => 0.0001 (10Z)-heptadecenoic acid[c] + 0.0001 (11Z,14Z)-eicosadienoic acid[c] + 0.0001 (11Z,14Z,17Z)-eicosatrienoic acid[c] + 0.0001 (13Z)-eicosenoic acid[c] + 0.0001 (13Z)-octadecenoic acid[c] + 0.0001 (13Z,16Z)-docosadienoic acid[c] + 0.0016 (4Z,7Z,10Z,13Z,16Z)-DPA[c] + 0.0001 (6Z,9Z)-octadecadienoic acid[c] + 0.0001 (6Z,9Z,12Z,15Z,18Z)-TPA[c] + 0.0001 (6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + 0.0001 (7Z)-octadecenoic acid[c] + 0.0001 (7Z)-tetradecenoic acid[c] + 0.0001 (9E)-tetradecenoic acid[c] + 0.0001 (9Z,12Z,15Z,18Z)-TTA[c] + 0.0001 (9Z,12Z,15Z,18Z,21Z)-TPA[c] + 0.0001 10,13,16,19-docosatetraenoic acid[c] + 0.0001 10,13,16-docosatriynoic acid[c] + 0.0001 12,15,18,21-tetracosatetraenoic acid[c] + 0.0001 13,16,19-docosatrienoic acid[c] + 0.0001 7-palmitoleic acid[c] + 0.0001 8,11-eicosadienoic acid[c] + 0.0001 9-eicosenoic acid[c] + 0.0001 9-heptadecylenic acid[c] + 0.0032 adrenic acid[c] + 0.0521 arachidonate[c] + 0.0001 behenic acid[c] + 0.0001 cerotic acid[c] + 0.0001 cis-cetoleic acid[c] + 0.0001 cis-erucic acid[c] + 0.0001 cis-gondoic acid[c] + 0.0217 cis-vaccenic acid[c] + 0.0081 DHA[c] + 0.0023 dihomo-gamma-linolenate[c] + 0.0018 DPA[c] + 0.0001 eicosanoate[c] + 0.0001 elaidate[c] + 0.0003 EPA[c] + 0.003 gamma-linolenate[c] + 0.0001 henicosanoic acid[c] + 0.0001 lauric acid[c] + 0.0001 lignocerate[c] + 0.281 linoleate[c] + 0.0119 linolenate[c] + 0.0001 margaric acid[c] + 0.0001 mead acid[c] + 0.0024 myristic acid[c] + 0.0001 nervonic acid[c] + 0.0001 nonadecylic acid[c] + 0.4226 oleate[c] + 0.0001 omega-3-arachidonic acid[c] + 0.12 palmitate[c] + 0.0229 palmitolate[c] + 0.0001 pentadecylic acid[c] + 0.0001 physeteric acid[c] + 0.0384 stearate[c] + 0.0025 stearidonic acid[c] + 0.0001 tricosanoic acid[c] + 0.0001 tridecylic acid[c] + 0.0001 ximenic acid[c]	fatty acid-LD-TG2 pool[c] => 0.0001 (10Z)-heptadecenoic acid[c] + 0.0001 (11Z,14Z)-eicosadienoic acid[c] + 0.0001 (11Z,14Z,17Z)-eicosatrienoic acid[c] + 0.0001 (13Z)-eicosenoic acid[c] + 0.0001 (13Z)-octadecenoic acid[c] + 0.0001 (13Z,16Z)-docosadienoic acid[c] + 0.0016 (4Z,7Z,10Z,13Z,16Z)-DPA[c] + 0.0001 (6Z,9Z)-octadecadienoic acid[c] + 0.0001 (6Z,9Z,12Z,15Z,18Z)-TPA[c] + 0.0001 (6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + 0.0001 (7Z)-octadecenoic acid[c] + 0.0001 (7Z)-tetradecenoic acid[c] + 0.0001 (9E)-tetradecenoic acid[c] + 0.0001 (9Z,12Z,15Z,18Z)-TTA[c] + 0.0001 (9Z,12Z,15Z,18Z,21Z)-TPA[c] + 0.0001 10,13,16,19-docosatetraenoic acid[c] + 0.0001 10,13,16-docosatriynoic acid[c] + 0.0001 12,15,18,21-tetracosatetraenoic acid[c] + 0.0001 13,16,19-docosatrienoic acid[c] + 0.0001 7-palmitoleic acid[c] + 0.0001 8,11-eicosadienoic acid[c] + 0.0001 9-eicosenoic acid[c] + 0.0001 9-heptadecylenic acid[c] + 0.0032 adrenic acid[c] + 0.0521 arachidonate[c] + 0.0001 behenic acid[c] + 0.0001 cerotic acid[c] + 0.0001 cis-cetoleic acid[c] + 0.0001 cis-erucic acid[c] + 0.0001 cis-gondoic acid[c] + 0.0217 cis-vaccenic acid[c] + 0.0081 DHA[c] + 0.0023 dihomo-gamma-linolenate[c] + 0.0018 DPA[c] + 0.0001 eicosanoate[c] + 0.0001 elaidate[c] + 0.0003 EPA[c] + 0.003 gamma-linolenate[c] + 0.0001 henicosanoic acid[c] + 0.0001 lauric acid[c] + 0.0001 lignocerate[c] + 0.281 linoleate[c] + 0.0119 linolenate[c] + 0.0001 margaric acid[c] + 0.0001 mead acid[c] + 0.0024 myristic acid[c] + 0.0001 nervonic acid[c] + 0.0001 nonadecylic acid[c] + 0.4226 oleate[c] + 0.0001 omega-3-arachidonic acid[c] + 0.12 palmitate[c] + 0.0229 palmitolate[c] + 0.0001 pentadecylic acid[c] + 0.0001 physeteric acid[c] + 0.0384 stearate[c] + 0.0025 stearidonic acid[c] + 0.0001 tricosanoic acid[c] + 0.0001 tridecylic acid[c] + 0.0001 ximenic acid[c]	0.000000	0.000000	1000.000000	0.000000			This pool reaction enables infinite ATP and CO production from Pi and O2, and therefore should be inactivated until it can be properly reformulated or removed entirely.
HMR_3212	FAD[m] + propanoyl-CoA[m] <=> acrylyl-CoA[m] + FADH2[m]	FAD[m] + propanoyl-CoA[m] => acrylyl-CoA[m] + FADH2[m]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303	ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303	Reaction reversibility updated to prevent use of 3-Methyl-Glutaconate and 2-Methyl-3-Hydroxy-Valerate as electron acceptors.
HMR_3971	fumarate[m] + Pi[c] <=> fumarate[c] + Pi[m]	fumarate[c] + Pi[m] => fumarate[m] + Pi[c]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000183048	ENSG00000183048	Reaction reversibility updated to prevent free transport of Pi from cytosol to mitochondria, which should require 1 proton co-transported (PMID:15620362;22733773;21706682)
HMR_4459	ATP[c] + H+[c] + propanoate[c] <=> PPi[c] + propinol adenylate[c]	ATP[c] + H+[c] + propanoate[c] => PPi[c] + propinol adenylate[c]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	ENSG00000111058 or ENSG00000131069 or ENSG00000154930	Reaction reversibility updated to prevent synthesis of propanoate instead of lactate in the absence of oxygen, which leads to an ATP yield of ~5 ATP/glucose instead of 2
HMR_4862	Pi[c] + succinate[m] <=> Pi[m] + succinate[c]	Pi[m] + succinate[c] => Pi[c] + succinate[m]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000183048	ENSG00000183048	Reaction reversibility updated to prevent free transport of Pi from cytosol to mitochondria, which should require 1 proton co-transported (PMID:15620362;22733773;21706682)
HMR_4865	malate[m] + Pi[c] <=> malate[c] + Pi[m]	malate[c] + Pi[m] => malate[m] + Pi[c]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000183048	ENSG00000183048	Reaction reversibility updated to prevent free transport of Pi from cytosol to mitochondria, which should require 1 proton co-transported (PMID:15620362;22733773;21706682)
HMR_4870	malonate[m] + Pi[c] <=> malonate[c] + Pi[m]	malonate[c] + Pi[m] => malonate[m] + Pi[c]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000183048	ENSG00000183048	Reaction reversibility updated to prevent free transport of Pi from cytosol to mitochondria, which should require 1 proton co-transported (PMID:15620362;22733773;21706682)
HMR_4940	GSH[c] + Pi[m] <=> GSH[m] + Pi[c]	GSH[c] + Pi[m] => GSH[m] + Pi[c]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000183048	ENSG00000183048	Reaction reversibility updated to prevent free transport of Pi from cytosol to mitochondria, which should require 1 proton co-transported (PMID:15620362;22733773;21706682)
HMR_6330	AKG[c] + Pi[m] <=> AKG[m] + Pi[c]	AKG[c] + Pi[m] => AKG[m] + Pi[c]	-1000.000000	0.000000	1000.000000	1000.000000	ENSG00000183048	ENSG00000183048	Reaction reversibility updated to prevent free transport of Pi from cytosol to mitochondria, which should require 1 proton co-transported (PMID:15620362;22733773;21706682)
